name,dateOfBirth,phoneNumber,gender,state,postcode,address,position,fullAddress,random5num,staffID
Cull Betham,9/25/1904,011-54064373,M,Perak,23437,41 Reindahl Terrace,nurse,"41 Reindahl Terrace, 23437, Perak",83678,N83678
Carola Edbrooke,9/4/1937,019-8854321,M,Sarawak,84914,89 Grayhawk Road,doctor,"89 Grayhawk Road, 84914, Sarawak",00822,D00822
Sven Vasilechko,4/9/1978,010-71390502,F,Putrajaya,88469,1147 Reindahl Hill,doctor,"1147 Reindahl Hill, 88469, Putrajaya",63356,D63356
Cyril Given,3/22/1929,019-3935937,M,Kelantan,52078,05956 High Crossing Plaza,nurse,"05956 High Crossing Plaza, 52078, Kelantan",04628,N04628
Ardys Klammt,7/4/1942,018-9328774,M,Pahang,43343,7 Nelson Alley,nurse,"7 Nelson Alley, 43343, Pahang",98902,N98902
Barron Pandie,4/2/1962,018-0843274,M,Johor,69712,1710 Rieder Parkway,nurse,"1710 Rieder Parkway, 69712, Johor",95371,N95371
Ezmeralda Gayter,9/10/1978,010-01704759,F,Negeri Sembilan,12897,17309 Kennedy Terrace,nurse,"17309 Kennedy Terrace, 12897, Negeri Sembilan",55656,N55656
Janie Skaife d'Ingerthorpe,6/18/1902,011-22951589,M,Kuala Lumpur,55432,464 Jackson Crossing,nurse,"464 Jackson Crossing, 55432, Kuala Lumpur",11001,N11001
Giffie Scarisbrick,1/10/2000,019-2659909,F,Labuan,35828,09 Bellgrove Point,doctor,"09 Bellgrove Point, 35828, Labuan",79017,D79017
Alick Ladds,12/18/1974,010-26566898,F,Putrajaya,43421,3252 Dorton Parkway,nurse,"3252 Dorton Parkway, 43421, Putrajaya",55767,N55767
Giana Pauli,3/8/1918,016-8488123,F,Perak,58400,93922 Burrows Crossing,doctor,"93922 Burrows Crossing, 58400, Perak",66746,D66746
Rivalee Yarrow,3/22/1946,011-50713465,M,Negeri Sembilan,51604,3 Havey Crossing,nurse,"3 Havey Crossing, 51604, Negeri Sembilan",36142,N36142
Yetty Whistance,9/27/1911,019-4680037,F,Labuan,73107,7 Birchwood Park,nurse,"7 Birchwood Park, 73107, Labuan",00030,N00030
Esme Shurlock,1/9/1980,018-3405616,M,Perlis,97752,39926 Debra Lane,doctor,"39926 Debra Lane, 97752, Perlis",61686,D61686
Michel Jeffrey,7/16/1940,019-3980851,F,Penang,95432,19292 Clove Street,nurse,"19292 Clove Street, 95432, Penang",84003,N84003
Lenore Thynn,11/24/1912,010-52593252,M,Penang,24459,683 Ryan Circle,doctor,"683 Ryan Circle, 24459, Penang",14369,D14369
Alasdair Mayou,1/3/1935,016-7304138,M,Selangor,42081,0 Fair Oaks Park,doctor,"0 Fair Oaks Park, 42081, Selangor",74255,D74255
Norman Picken,9/12/1928,019-3395671,F,Negeri Sembilan,82503,580 Hermina Way,nurse,"580 Hermina Way, 82503, Negeri Sembilan",22785,N22785
Sean Reavey,3/26/1973,019-2451456,F,Perak,93432,5 Orin Circle,nurse,"5 Orin Circle, 93432, Perak",21932,N21932
Marina Dobell,2/25/1901,016-0039487,M,Kelantan,95395,6068 American Center,nurse,"6068 American Center, 95395, Kelantan",94687,N94687
Royce Cardero,12/3/1950,010-86089439,F,Putrajaya,36090,66 Moland Crossing,doctor,"66 Moland Crossing, 36090, Putrajaya",59759,D59759
Lanny Faircley,1/21/1972,019-9525893,M,Pahang,27549,81 Weeping Birch Circle,nurse,"81 Weeping Birch Circle, 27549, Pahang",61563,N61563
Gretchen Lipscombe,2/4/1985,011-19422660,F,Labuan,62169,41 Nancy Road,nurse,"41 Nancy Road, 62169, Labuan",10130,N10130
Ian Novis,5/11/1960,011-35351638,F,Penang,55153,576 Macpherson Crossing,doctor,"576 Macpherson Crossing, 55153, Penang",24788,D24788
Ginny Dafforne,8/19/1977,019-2066282,M,Sarawak,07424,1311 5th Park,nurse,"1311 5th Park, 07424, Sarawak",23941,N23941
Tonye Coombes,3/30/1951,018-5911556,M,Johor,69056,67 Sullivan Crossing,nurse,"67 Sullivan Crossing, 69056, Johor",37089,N37089
Ingamar Coop,5/8/1905,018-3780804,M,Perak,90683,456 Bunker Hill Park,nurse,"456 Bunker Hill Park, 90683, Perak",03367,N03367
Darcy Baiden,12/30/1948,019-9140450,M,Sarawak,65986,4 Sutteridge Parkway,nurse,"4 Sutteridge Parkway, 65986, Sarawak",66247,N66247
Hagen Sharpley,9/28/1980,019-3555889,F,Labuan,94836,584 Jenifer Avenue,doctor,"584 Jenifer Avenue, 94836, Labuan",44608,D44608
Roslyn Lethabridge,7/4/1906,011-40932628,F,Kuala Lumpur,01707,2472 Nobel Plaza,nurse,"2472 Nobel Plaza, 01707, Kuala Lumpur",88846,N88846
Freeman McKea,12/18/1911,011-54367517,F,Putrajaya,19348,064 Rusk Trail,doctor,"064 Rusk Trail, 19348, Putrajaya",14034,D14034
Rube Burchard,8/2/1991,010-91921320,F,Perlis,23333,938 Dapin Avenue,nurse,"938 Dapin Avenue, 23333, Perlis",24966,N24966
Barby Gorges,5/7/1954,010-57998948,M,Sabah,56723,82184 Granby Plaza,nurse,"82184 Granby Plaza, 56723, Sabah",47841,N47841
Reinwald Pickett,4/5/1918,011-85423286,F,Selangor,41561,4843 Cody Junction,nurse,"4843 Cody Junction, 41561, Selangor",93951,N93951
Rubie Yosevitz,3/3/1911,019-3877446,F,Selangor,27192,60 Mallard Lane,doctor,"60 Mallard Lane, 27192, Selangor",30656,D30656
Rikki Bosson,10/7/1969,019-7420144,M,Melaka,19348,47 Cody Hill,nurse,"47 Cody Hill, 19348, Melaka",76454,N76454
Nicolais Westnedge,1/15/1979,010-67635204,M,Melaka,30378,0 Karstens Drive,doctor,"0 Karstens Drive, 30378, Melaka",23700,D23700
Rikki Vasichev,10/14/1990,010-09852098,F,Putrajaya,50247,0 Russell Terrace,doctor,"0 Russell Terrace, 50247, Putrajaya",69295,D69295
Petunia Gerran,11/3/1986,011-76005071,M,Melaka,27640,994 Fairview Park,doctor,"994 Fairview Park, 27640, Melaka",30131,D30131
Brier Wiggin,3/15/1990,019-5407739,M,Putrajaya,49204,1662 Westend Junction,nurse,"1662 Westend Junction, 49204, Putrajaya",57416,N57416
Alberik Wittleton,2/8/1967,018-3604845,M,Penang,78388,4055 Lerdahl Place,nurse,"4055 Lerdahl Place, 78388, Penang",52532,N52532
Hayes Frudd,2/6/1998,018-7311058,M,Kedah,35534,71197 Judy Circle,nurse,"71197 Judy Circle, 35534, Kedah",42835,N42835
Moore Jeanneau,5/26/1964,018-8519787,F,Perlis,68573,3833 Westend Trail,nurse,"3833 Westend Trail, 68573, Perlis",62645,N62645
Sallyann Durning,9/25/1988,018-5493001,M,Johor,19510,9 Oriole Trail,doctor,"9 Oriole Trail, 19510, Johor",43836,D43836
Ferdy Ruggieri,3/10/1978,019-3709269,M,Perak,98783,2 John Wall Point,doctor,"2 John Wall Point, 98783, Perak",96410,D96410
Nissie Ziemke,3/12/1944,019-7427783,M,Sabah,86818,6338 Sunfield Circle,doctor,"6338 Sunfield Circle, 86818, Sabah",87941,D87941
Frasco Titcomb,8/16/1909,011-28189714,F,Penang,55010,590 Dovetail Lane,doctor,"590 Dovetail Lane, 55010, Penang",95037,D95037
Helyn Furmagier,3/30/1939,011-11333351,M,Kelantan,92372,33 Jackson Plaza,nurse,"33 Jackson Plaza, 92372, Kelantan",00356,N00356
Lesya Moses,2/14/1916,013-5894227,F,Penang,06961,303 Sugar Center,doctor,"303 Sugar Center, 06961, Penang",94898,D94898
Alysia Clausius,2/15/1905,018-6672898,M,Terengganu,65184,85 Grasskamp Hill,nurse,"85 Grasskamp Hill, 65184, Terengganu",16960,N16960
Murray Cardenas,3/20/1960,010-56097873,M,Kelantan,19771,1 Grasskamp Lane,doctor,"1 Grasskamp Lane, 19771, Kelantan",12771,D12771
Boyd Rutherford,9/4/1952,010-20418446,F,Penang,88662,6 Hermina Hill,nurse,"6 Hermina Hill, 88662, Penang",03645,N03645
Josie Dodsworth,9/22/1945,019-0822800,F,Pahang,02972,046 Macpherson Hill,nurse,"046 Macpherson Hill, 02972, Pahang",34014,N34014
Brynne Eadmeads,2/2/1999,011-02720965,F,Negeri Sembilan,88535,7 Redwing Park,doctor,"7 Redwing Park, 88535, Negeri Sembilan",06806,D06806
Koressa Pontefract,10/27/1908,019-8374577,M,Negeri Sembilan,81845,8 Onsgard Center,nurse,"8 Onsgard Center, 81845, Negeri Sembilan",54259,N54259
Yetty McCook,9/21/1906,019-2752273,F,Sarawak,63110,27 Rockefeller Trail,nurse,"27 Rockefeller Trail, 63110, Sarawak",59119,N59119
Heinrick Ivashechkin,12/31/1964,010-53879278,F,Sarawak,42423,90 Mcbride Road,nurse,"90 Mcbride Road, 42423, Sarawak",56948,N56948
Atlanta Dowling,3/19/1914,018-5243735,M,Kelantan,44871,6181 Truax Drive,nurse,"6181 Truax Drive, 44871, Kelantan",69438,N69438
Roi Orme,3/4/1921,010-47696800,M,Kedah,11731,6 Novick Terrace,nurse,"6 Novick Terrace, 11731, Kedah",24423,N24423
Ross Abrehart,12/7/1983,017-9891869,F,Penang,03911,6127 Oak Hill,nurse,"6127 Oak Hill, 03911, Penang",29343,N29343
Basil Huxstep,11/11/1973,011-01779280,M,Pahang,62588,0 Nancy Terrace,doctor,"0 Nancy Terrace, 62588, Pahang",03124,D03124
Ellsworth Patek,12/27/1985,010-88357868,M,Negeri Sembilan,91894,752 Harper Way,nurse,"752 Harper Way, 91894, Negeri Sembilan",73201,N73201
Ellsworth Whitney,7/19/1965,018-1643033,F,Selangor,64693,603 Brickson Park Lane,nurse,"603 Brickson Park Lane, 64693, Selangor",37902,N37902
Anette Douty,12/25/1969,011-30666697,F,Selangor,79411,48 Washington Parkway,doctor,"48 Washington Parkway, 79411, Selangor",45311,D45311
Hussein Crombie,7/14/1931,010-17505409,F,Pahang,80003,38209 Lunder Pass,nurse,"38209 Lunder Pass, 80003, Pahang",59839,N59839
Drusie Skillitt,11/5/1904,017-0291510,F,Selangor,70906,48338 Eastlawn Crossing,nurse,"48338 Eastlawn Crossing, 70906, Selangor",42235,N42235
Sapphira Kitchingman,3/14/1974,019-9037306,F,Pahang,71009,4133 Westend Court,nurse,"4133 Westend Court, 71009, Pahang",05550,N05550
Emmaline Daile,11/10/1951,018-1950296,F,Sarawak,31387,6073 Armistice Pass,nurse,"6073 Armistice Pass, 31387, Sarawak",20361,N20361
Gavrielle Aitchinson,5/5/1950,011-36388203,M,Kuala Lumpur,34212,0885 Fulton Crossing,nurse,"0885 Fulton Crossing, 34212, Kuala Lumpur",48555,N48555
Benn Aucock,9/10/1982,011-18424274,F,Johor,37024,5255 Maple Way,doctor,"5255 Maple Way, 37024, Johor",05492,D05492
Lisha Cottle,6/17/1957,010-59037604,M,Sarawak,52142,2 Kedzie Way,doctor,"2 Kedzie Way, 52142, Sarawak",50479,D50479
Timoteo Goggins,9/5/1904,019-0227294,M,Kedah,21481,84188 Bartillon Circle,doctor,"84188 Bartillon Circle, 21481, Kedah",28588,D28588
Mariellen Barrow,1/21/1927,011-30229061,F,Perak,06242,5 Debra Terrace,nurse,"5 Debra Terrace, 06242, Perak",69963,N69963
Emmery Artus,8/29/1923,017-6230567,F,Negeri Sembilan,02376,4438 Starling Crossing,doctor,"4438 Starling Crossing, 02376, Negeri Sembilan",22079,D22079
Boot Braiden,5/6/1934,019-9294200,M,Pahang,42853,29 Amoth Park,nurse,"29 Amoth Park, 42853, Pahang",99691,N99691
Grenville Ioannou,5/13/1928,011-67927559,F,Perak,98958,47642 Lakeland Circle,doctor,"47642 Lakeland Circle, 98958, Perak",88788,D88788
Chastity De Francisci,8/17/1981,019-4221894,M,Penang,60574,9 Goodland Trail,nurse,"9 Goodland Trail, 60574, Penang",94267,N94267
Cheslie Ferrarone,11/4/1953,014-0645663,M,Perlis,55972,4 Mcbride Circle,nurse,"4 Mcbride Circle, 55972, Perlis",31975,N31975
Deina Lothean,7/27/1947,019-1362352,M,Johor,75171,5 Eastwood Crossing,nurse,"5 Eastwood Crossing, 75171, Johor",89169,N89169
Gwenneth Perdue,5/26/1924,010-65719849,F,Perlis,38646,80 Armistice Trail,doctor,"80 Armistice Trail, 38646, Perlis",35487,D35487
Josy De Andisie,1/31/1931,017-7893061,F,Putrajaya,13262,6656 Nova Pass,nurse,"6656 Nova Pass, 13262, Putrajaya",15851,N15851
