patientID,NRIC,name,dateOfBirth,phoneNumber,gender,address,emergencyContactNumber,emergencyContactName,emergencyContactRelationship
P478308,081013-46-6422,Brett Ryam,13/10/1908,017-6508471,M,"0 Cascade Trail,Terengganu",011-42210123,Laureen Woodes,guardian
P889794,230802-10-9942,Jessy Naisbitt,2/8/1923,019-3058289,F,"334 Clove Center,Selangor",011-90304202,Konstance Serman,parents
P887389,270508-32-1418,Kelvin Popplewell,8/5/1927,019-2453102,M,"251 Bonner Way,Pahang",019-4688207,Malva Halleybone,guardian
P551148,220316-49-7668,Darnall Yegorovnin,16/3/1922,019-7565555,M,"91477 Tony Drive,Sabah",011-03028085,Kathryn Wethered,cousin
P314874,110514-02-1261,Fernande Ebbs,14/5/1911,011-57666830,M,"1 Crownhardt Parkway,Kedah",011-80580240,Theda Ridde,daughter
P596642,411202-28-6547,Katheryn Govan,2/12/1941,011-47743527,M,"67131 Scofield Junction,Kelantan",018-6183814,April Sisley,guardian
P549810,551118-03-2575,Stace Cottill,18/11/1955,019-1147914,M,"81 Independence Alley,Kelantan",011-47422448,Bartlet Weatherill,guardian
P114711,970119-39-2947,Herold Pauley,19/1/1997,011-80749558,F,"41 Dorton Circle,Perak",018-8501761,Ermengarde Bateman,guardian
P355722,641107-11-2550,Bliss Cockerell,7/11/1964,011-08233368,F,"960 Lien Drive,Terengganu",018-4539416,Bernice Preece,son
P572027,480412-59-7227,Allina Meneur,12/4/1948,017-0322532,M,"27568 Mariners Cove Crossing,Negeri Sembilan",011-10421463,Rolando Depper,parents
P878418,930102-21-8248,Melisandra Harkins,2/1/1993,011-83273432,M,"1185 Harper Terrace,Johor",019-3342242,Jordanna Embury,cousin
P728294,840108-44-3085,Fulton Heeran,8/1/1984,011-60989244,F,"721 Pankratz Alley,Selangor",014-1910090,Teddy Mannagh,cousin
P346049,640510-05-7132,Carmel Hollingshead,10/5/1964,018-6835566,F,"4015 Valley Edge Circle,Negeri Sembilan",019-1734469,Bealle Robus,son
P506282,150522-52-2347,Mollee Sapsed,22/5/1915,011-59710982,F,"67 Dayton Terrace,Sarawak",011-48747612,Devy Jolin,guardian
P232325,730721-43-0270,Berkeley Murname,21/7/1973,011-51506757,F,"64431 Gerald Road,Selangor",017-3119708,Tim Dudill,daughter
P272545,191123-15-1602,Giuditta Tefft,23/11/1919,014-4330965,M,"48 Chive Park,Labuan",011-65831642,Foss Fido,cousin
P933300,280921-44-4559,Nils Torry,21/9/1928,018-3336664,F,"1467 Arizona Pass,Selangor",018-9303525,Nicholle Readie,son
P343933,720217-25-4935,Nance Galliver,17/2/1972,011-59493772,M,"80269 1st Junction,Kedah",017-9763679,Tilly Ackery,spouse
P400990,170412-16-0966,Ava Hoggetts,12/4/1917,018-7088107,M,"52604 Merchant Way,Melaka",018-6811431,Silvana Staff,daughter
P168120,701207-31-6509,Audra Ropartz,7/12/1970,011-50865042,F,"32 Truax Plaza,Negeri Sembilan",011-68900383,Sheff Cockson,daughter
P021254,710929-55-4073,Katharine Vyvyan,29/9/1971,019-9981592,M,"5 Lake View Terrace,Kuala Lumpur",011-61674172,Dyan Hurst,guardian
P478908,510202-29-7780,Boone Jiroutek,2/2/1951,011-71330300,F,"59296 Monterey Junction,Kelantan",018-7704039,Bernette Tookey,spouse
P244941,920617-35-3467,Noel Huddles,17/6/1992,018-0802551,M,"8 Lakeland Center,Penang",011-57176510,Malcolm Kelley,guardian
P751831,240412-16-6155,Meryl Castenda,12/4/1924,011-16717292,M,"698 8th Place,Melaka",018-5409541,Royall Scudders,daughter
P372459,530514-59-7109,Julita Tresler,14/5/1953,011-90153122,F,"6 Old Shore Crossing,Negeri Sembilan",011-15664695,Bartolemo Bradnocke,guardian
P350569,351205-31-9694,Harriot Baglin,5/12/1935,011-03893168,M,"70134 Corscot Court,Negeri Sembilan",018-1087004,Harrison O' Donohue,guardian
P124650,230117-23-1062,Laurel Lefeaver,17/1/1923,012-3720686,M,"16 Mayfield Center,Johor",011-17973089,Glynn Chawkley,daughter
P831675,920811-57-9720,Rosana Halm,11/8/1992,012-1762755,M,"46674 Shoshone Plaza,Kuala Lumpur",019-5309554,Adair Persicke,daughter
P817810,160306-10-2480,Melanie Koba,6/3/1916,018-9087573,F,"8698 Memorial Circle,Selangor",018-4221545,Meggi Ferrao,daughter
P239349,830329-45-2073,Ashia Dickenson,29/3/1983,011-36504942,M,"37923 Division Road,Terengganu",011-14514378,Ripley Nolleth,parents
P260446,740107-38-3177,Querida Budgen,7/1/1974,011-50409506,F,"1 Dennis Circle,Perak",011-91170901,Mason Hazel,guardian
P037326,140826-33-5015,Urbain Garshore,26/8/1914,019-3596243,M,"843 Parkside Drive,Pahang",019-9087328,Lanna Abilowitz,cousin
P136340,410817-16-9494,Daven MacGillacolm,17/8/1941,018-1455052,F,"59806 Tony Lane,Melaka",011-83118062,Rikki Ingerman,spouse
P942157,100619-16-5120,Sherline MacAvaddy,19/6/1910,011-36800244,M,"81 Bunker Hill Park,Melaka",011-07141053,Devlin Core,son
P246740,821009-14-6435,Christye Keston,9/10/1982,019-9970171,F,"299 Acker Trail,Kuala Lumpur",011-61759595,Samuele Pinwell,son
P676611,770701-48-0906,Cammy Sanches,1/7/1977,011-65095666,M,"0 3rd Road,Sabah",016-9117719,Neilla Lucchi,guardian
P902958,001109-16-4370,Bret Kennion,9/11/1900,018-1460848,F,"8516 Pankratz Place,Putrajaya",011-50938757,Devina Attle,cousin
P808970,120123-01-5596,Myrna Erb,23/1/1912,011-40135317,M,"26285 Raven Place,Johor",011-28985928,Veronique Reicharz,spouse
P536177,421201-26-3213,Muriel Heed,1/12/1942,017-4905484,F,"9 Summerview Drive,Kedah",011-29641766,Lela Rawe,parents
P606093,680326-03-5608,Tobi Cotterrill,26/3/1968,011-11688822,F,"6 Mallory Terrace,Kelantan",011-26391911,Corella Salter,cousin
P029000,700715-08-6094,Wrennie Moorman,15/7/1970,011-85932528,F,"94582 8th Road,Perak",011-97745991,Garald Bridgnell,spouse
P969021,581109-22-4827,Winifield Stanger,9/11/1958,011-36859683,F,"6 Armistice Crossing,Johor",019-8431967,Harriott Chaplin,daughter
P702125,270415-32-3745,Manda Pillington,15/4/1927,019-3957202,M,"1 Eliot Alley,Pahang",019-0789100,Desdemona Idale,daughter
P138877,231109-54-1208,Bert Tomsa,9/11/1923,011-99319396,M,"47 Carioca Park,Kuala Lumpur",019-8649480,Theda Sket,son
P548333,340324-56-7042,Jenine Gillaspy,24/3/1934,018-7485910,M,"94 Heath Drive,Kuala Lumpur",011-21018859,Teddi Hughman,guardian
P260844,101208-04-3646,Laurene Woan,8/12/1910,011-58486540,M,"72621 Dorton Plaza,Perlis",017-3466326,Payton Kaas,spouse
P529487,400716-42-4869,Eldridge Sheara,16/7/1940,011-59881179,F,"26749 Corben Alley,Selangor",011-30146612,Rube Roote,parents
P938164,310203-07-4320,Loree Aspinall,3/2/1931,011-30131866,M,"12 Buena Vista Lane,Penang",011-08116391,Jillie Cominoli,parents
P986556,650425-06-2844,De witt Kerwick,25/4/1965,017-6157823,M,"588 Maywood Court,Pahang",011-42571419,Gertrude Bellew,parents
P035922,561228-46-8434,Madalena Cordes,28/12/1956,017-4421035,F,"24508 Hoepker Lane,Terengganu",018-4196319,Mathew Rackam,parents
P338801,841011-09-8068,Megen Obey,11/10/1984,019-9234584,F,"395 Hanover Plaza,Perlis",019-1461885,Adina Whitney,daughter
P303050,510226-04-8237,Salli Conkay,26/2/1951,019-4201973,F,"807 Eggendart Center,Perlis",016-8186316,Doroteya Allender,guardian
P837321,930213-02-7266,Dee Snoding,13/2/1993,018-7186919,F,"9 Schmedeman Alley,Kedah",011-09402905,Kimball Darbon,spouse
P096793,361223-09-1844,Creighton Kalkhoven,23/12/1936,011-00242188,M,"42 Hagan Parkway,Perlis",011-47161399,Sullivan Baughn,son
P938829,110517-37-0584,Melosa Demongeot,17/5/1911,011-45841424,M,"4311 Oriole Alley,Perak",011-07674519,Olivero Brandoni,cousin
P336130,220414-42-9198,Lanni Blois,14/4/1922,017-2478412,F,"7 Jackson Hill,Selangor",019-5909957,Albert Lorne,son
P459467,720123-38-1326,Francyne Adamovich,23/1/1972,011-07125693,M,"14 Menomonie Pass,Perak",016-8374858,Sophie Filler,cousin
P937726,191108-31-0696,Noble Bizley,8/11/1919,011-39188326,M,"01274 Elka Junction,Negeri Sembilan",018-7973519,Teddy Rasch,son
P157338,340609-45-6437,Fleming Coltman,9/6/1934,011-77363252,M,"7621 Sachtjen Center,Terengganu",011-25556812,Rickey Duprey,spouse
P496143,200825-55-2441,Hedy Brammer,25/8/1920,011-07496508,F,"356 Michigan Plaza,Kuala Lumpur",019-8964121,Betty Presman,son
P616094,970109-53-9427,Allistir Oen,9/1/1997,019-5048240,M,"15731 Westridge Avenue,Sarawak",019-7236942,Trixi Benedit,cousin
P603339,180612-05-0247,Dido Abells,12/6/1918,018-4283190,F,"119 Steensland Way,Negeri Sembilan",018-7826702,Midge Norssister,son
P708692,510126-06-0707,Jarrid Mallard,26/1/1951,011-90938550,F,"2318 Mockingbird Junction,Pahang",017-9233293,Rollins Esche,cousin
P318230,011218-16-5309,Ignazio Brunelli,18/12/1901,019-4217003,F,"27448 Melody Avenue,Melaka",019-8567048,Joyce Carnson,cousin
P021256,640801-27-9243,Latia Arthars,1/8/1964,011-75209590,M,"45 Delaware Plaza,Kedah",019-5582080,Rutter Kenewell,guardian
P691397,711211-34-6254,Alfy Jerrom,11/12/1971,018-7941337,F,"0 Fisk Plaza,Penang",019-2398698,Alfred Hamper,parents
P228041,351028-49-3924,Felicity Atcheson,28/10/1935,011-53561297,F,"25 Marcy Plaza,Sabah",014-3286252,Valli Casella,spouse
P499126,510217-35-7205,Karie Eglese,17/2/1951,011-31893645,M,"84 Briar Crest Crossing,Penang",018-1496925,Laurena Posse,guardian
P691613,070117-33-5420,Gabriela Lycett,17/1/1907,018-7886856,M,"04861 Michigan Lane,Pahang",011-04035538,Chad Currin,parents
P437102,310101-44-3176,Franny Curcher,1/1/1931,011-23824481,M,"94240 Holy Cross Point,Selangor",019-9162508,Devy Rabb,parents
P336594,501013-25-2679,Xenia Schleicher,13/10/1950,019-6346215,F,"844 Dwight Plaza,Kedah",011-04870034,Benetta Tharme,spouse
P692443,640420-16-3285,Molli Hakewell,20/4/1964,011-65948675,M,"39339 Moland Crossing,Melaka",019-3541814,Creight Toohey,spouse
P182583,140203-16-3560,Arlinda Colliss,3/2/1914,011-72792211,M,"3 Ilene Lane,Melaka",019-0125657,Deina Hilhouse,cousin
P276341,860516-02-5555,Kris Kaming,16/5/1986,019-0374190,M,"7 Maple Wood Avenue,Kedah",011-40502175,Nataniel Skett,daughter
P082515,500116-14-6432,Roddie Dracksford,16/1/1950,018-7394276,M,"820 Shasta Junction,Kuala Lumpur",011-00007485,Arthur Sturdy,parents
P586724,860424-53-0335,Elsy Halcro,24/4/1986,011-90383438,F,"42322 Crowley Street,Sarawak",011-35195746,Phillipe Jaegar,parents
P184187,360128-06-5590,Baryram Macvey,28/1/1936,011-04403128,M,"71532 Susan Crossing,Pahang",016-8208083,Caron Berdale,cousin
P216932,480114-04-1927,Glynis Edscer,14/1/1948,019-3147307,M,"9 6th Junction,Perlis",011-01940889,Hewet Coie,son
P275744,790505-58-9621,Ruperta Rignold,5/5/1979,019-2509258,M,"67 Caliangt Center,Labuan",016-2306171,Mair Gartery,spouse
P555742,160529-49-4730,Tedman Dedmam,29/5/1916,018-5589503,F,"97704 Summit Alley,Sabah",011-26900509,Nessie Pactat,son
P308681,890509-43-2347,Gustavus Vogele,9/5/1989,017-1420399,M,"5251 Ryan Lane,Selangor",018-9008251,Yevette Wakley,parents
P781150,790314-09-9796,Peggy Eggle,14/3/1979,011-80938384,F,"86131 Del Sol Trail,Perlis",019-0947772,Olive Ewings,spouse
P891848,520701-16-9193,Thurstan Writer,1/7/1952,019-2117320,F,"75213 Grim Avenue,Putrajaya",011-39361674,Francine Scamal,daughter
P977924,380415-16-7675,Kelli Barrabeale,15/4/1938,011-09739013,M,"19 Stephen Drive,Melaka",018-8411091,Marylinda MacKeig,parents
P212084,421021-46-4545,Benedikta Bonnette,21/10/1942,019-6446972,F,"96118 Di Loreto Hill,Terengganu",011-59304099,Joseito Boise,spouse
P222006,380705-56-5526,Darbee Farnworth,5/7/1938,011-07255604,M,"333 Golf Parkway,Kuala Lumpur",018-9843694,Leonidas Fleis,parents
P704105,301222-38-2293,Meredeth Beesey,22/12/1930,011-31790221,F,"1 Maryland Alley,Perak",011-33211629,Wallace Colyer,spouse
P667355,190130-14-5020,Davine Kenson,30/1/1919,011-18601191,M,"4 Marquette Street,Kuala Lumpur",019-8411213,Graeme Oneil,spouse
P904841,601107-16-9041,Kirbee Guswell,7/11/1960,011-56022705,F,"4 Gulseth Circle,Melaka",014-2969354,Chiarra Myhill,parents
P202363,310401-16-6645,Balduin Simonsson,1/4/1931,019-7857131,M,"7256 Lake View Plaza,Melaka",017-3204453,Priscella Trenear,parents
P458500,730614-33-6068,Aurthur Scoone,14/6/1973,011-41762856,M,"54 Bayside Terrace,Pahang",019-8561782,Zea Goodlife,parents
P607054,340626-15-0147,Kathy Traylen,26/6/1934,011-94696563,F,"96 Bashford Drive,Labuan",018-4595618,Tammie Ashton,son
P651945,770911-38-3790,Maxwell Shannahan,11/9/1977,011-96464161,M,"7 Mccormick Junction,Perak",011-66879447,Lou Speers,spouse
P977337,190908-06-1405,Sunny Basilio,8/9/1919,018-8378475,M,"962 Shasta Hill,Pahang",016-0094495,Ardelia Colvill,parents
P087577,521008-13-2939,Lek Braine,8/10/1952,011-47698484,F,"55 Arapahoe Street,Sarawak",011-34524191,Cordy Corr,spouse
P142300,730505-16-9992,Charita Lochead,5/5/1973,018-2289643,M,"2299 Hayes Pass,Putrajaya",018-4679735,Ingrid Vogt,guardian
P666851,480926-47-4057,Raphaela Kull,26/9/1948,019-4789482,M,"94 Dorton Alley,Sabah",011-29682770,Oralee Chidgey,guardian
P132894,620830-37-7285,Darcy Pancoust,30/8/1962,019-2452948,M,"5436 Schurz Center,Perak",011-32314853,Rozele Cowell,parents
P242700,300124-01-7274,Johna MacLaren,24/1/1930,011-01036638,F,"7 Glendale Circle,Johor",011-40344852,Anjanette Marie,son
P582287,810909-05-2493,Zacharia Birchwood,9/9/1981,011-86126316,M,"4099 Larry Parkway,Negeri Sembilan",011-58511082,Casi Ledeker,son
P564091,551004-16-8027,Durant Kindall,4/10/1955,011-54667975,M,"4 Judy Way,Melaka",011-19602264,Carolyne Skitterel,cousin
P522595,631226-28-6195,Kris Galliford,26/12/1963,019-0232231,F,"7967 Florence Alley,Kelantan",016-4200579,Kimble Linkin,spouse
P919290,940303-16-7040,Letizia Hoyte,3/3/1994,017-1723889,M,"765 Northport Pass,Putrajaya",011-34714359,Arleyne Mizzen,son
P771523,290811-42-5964,Jodi Test,11/8/1929,011-14528549,F,"64103 Esker Parkway,Selangor",011-75899687,Yehudit Carlill,daughter
P967210,251121-54-9338,Rasla Savage,21/11/1925,019-2720181,F,"94 Lerdahl Trail,Kuala Lumpur",016-8851641,Nicolette Sweating,guardian
P797119,641027-49-3209,Morton Featherston,27/10/1964,011-14140174,M,"988 Waywood Place,Sabah",011-04859395,Annaliese Lapham,son
P593328,701201-49-5737,Egor Manolov,1/12/1970,018-9082921,F,"807 Bashford Drive,Sabah",019-9284483,Claudina Gyngyll,guardian
P775334,400612-38-1847,Quinta Prinne,12/6/1940,019-4570361,M,"9072 Village Green Crossing,Perak",011-02142945,Harriet Ballay,daughter
P112493,391023-07-1371,Harriott Antrum,23/10/1939,019-4434927,M,"02 Columbus Point,Penang",018-0122703,Odelia Langrick,son
P432194,440209-02-1480,Packston Jovicic,9/2/1944,011-98106053,M,"77 Barnett Alley,Kedah",018-0856239,Daphene Vala,spouse
P171965,260402-47-8869,Nanni Grigoriev,2/4/1926,019-3091154,M,"7 Glacier Hill Crossing,Sabah",019-4273758,Stacee Broxup,spouse
P254582,930817-11-7175,Aldric Guierre,17/8/1993,018-0139793,F,"4766 Northwestern Hill,Terengganu",016-4899508,Aurilia Dalgarnocht,daughter
P277469,760615-39-6509,Erasmus Spurdens,15/6/1976,019-7444268,F,"39421 Pawling Place,Perak",019-3295959,Annelise Darington,parents
P277581,940607-07-9617,Morna Yearron,7/6/1994,019-8521197,M,"0 Jackson Alley,Penang",011-99387210,Bobbie Puffett,son
P430271,600516-07-8235,Haily Leddy,16/5/1960,011-05247816,F,"53066 Mendota Avenue,Penang",011-40976859,Christyna Bus,daughter
P970757,240509-26-8158,Tomas Siemianowicz,9/5/1924,011-41155011,M,"95 Crownhardt Park,Kedah",019-9370502,Rubina Cluitt,spouse
P313584,140505-16-9469,Delainey Kennford,5/5/1914,011-02846458,F,"8 Ronald Regan Terrace,Putrajaya",011-05834817,Anita Stuther,cousin
P707262,490526-13-8816,Yorker Serrels,26/5/1949,018-9249211,F,"92104 Lawn Road,Sarawak",011-81439879,Ange Bertomier,cousin
P673724,741118-25-5137,Cecil Coke,18/11/1974,019-0236153,M,"130 Merrick Court,Kedah",019-9285416,Lutero Lernihan,spouse
P626768,860209-58-1059,Vally Ghilardi,9/2/1986,011-67798677,F,"888 Maple Wood Circle,Labuan",011-74902758,Meredith Windross,son
P782799,820406-25-8754,Merrill Streater,6/4/1982,011-13337623,F,"283 Prentice Court,Kedah",011-29849321,Gannie Bisset,spouse
P535217,800131-28-9997,Agace Pietruszka,31/1/1980,011-53582620,F,"50517 Parkside Point,Kelantan",011-44567687,Karlen Temlett,spouse
P687547,030825-24-1129,Brandtr Giovannazzi,25/8/1903,011-04120684,F,"2 Vahlen Road,Johor",017-8930488,Anica Kitlee,spouse
P634935,070818-28-1345,Fionna Hembry,18/8/1907,011-48469509,M,"80 Spenser Pass,Kelantan",019-5757182,Nonie Clemendot,spouse
P295286,581231-21-9453,Inna Farnan,31/12/1958,018-7733374,F,"024 Artisan Junction,Johor",019-3891509,Gert Strathearn,son
P021381,070718-48-2903,Abeu Edgecumbe,18/7/1907,018-9722479,F,"533 Randy Junction,Sabah",019-2190102,Lovell Apdell,cousin
P766961,000430-48-6574,Ashley Humphrey,30/4/2000,017-2498783,M,"2 Scofield Avenue,Sabah",019-3958126,Elke Harris,cousin
P618729,331011-33-8641,Donny Ghest,11/10/1933,011-14468545,F,"829 Spohn Parkway,Pahang",019-5230103,Ianthe Kahn,son
P132312,800818-15-7385,Kira Pheasey,18/8/1980,018-2666346,M,"5260 Talmadge Pass,Labuan",011-33569824,Allix Fortman,cousin
P068777,460724-37-3239,Correy Izzatt,24/7/1946,016-4823722,F,"31 Nova Point,Perak",014-4567613,Alysa Henbury,parents
P344247,111111-16-9923,Doll Fayerman,11/11/1911,011-67425596,F,"71075 Northland Road,Putrajaya",018-4336038,Ban Mintoft,son
P577847,540916-35-7357,Susan Pesterfield,16/9/1954,018-4194536,M,"72864 Sutherland Circle,Penang",011-44311585,Murray Bouette,parents
P470639,241122-16-9644,Franklyn Swannell,22/11/1924,019-0212463,F,"678 Welch Circle,Melaka",011-68157220,Richie Brickett,parents
P627617,931129-21-9827,Rahal Zieme,29/11/1993,011-44690070,M,"572 Tomscot Court,Johor",011-53143159,Tim Whaley,guardian
P543570,300410-46-6925,Brittaney De Winton,10/4/1930,016-0168446,M,"53985 Eggendart Parkway,Terengganu",014-9291445,Merola Litchfield,spouse
P202258,960401-01-7595,Tami Peartree,1/4/1996,011-01567565,F,"984 Jackson Junction,Johor",011-35611137,Hyacintha Lowin,cousin
P335879,160221-57-6119,Wendeline Mitchenson,21/2/1916,011-56249132,F,"8 Union Circle,Kuala Lumpur",018-3682726,Nada Dunkirk,cousin
P068666,520923-41-3462,Myrna Slyman,23/9/1952,017-8571189,F,"8 Monica Lane,Selangor",011-72732985,Saundra Redrup,parents
P879226,250128-45-6414,Reta Drewe,28/1/1925,019-3227398,F,"3 Sunnyside Crossing,Terengganu",019-1130365,Luciano Freeland,guardian
P757693,810513-58-9235,Moselle Grindlay,13/5/1981,018-9852063,F,"8202 6th Circle,Labuan",017-8930083,Whitaker Capron,spouse
P631503,320611-09-5298,Kelcy Dehm,11/6/1932,019-3840234,M,"165 Mockingbird Lane,Perlis",011-41502954,Joyous Cutforth,daughter
P661870,260628-41-0907,Keri Luberto,28/6/1926,019-6644946,F,"2 Lien Road,Selangor",011-66650398,Graig Zanassi,cousin
P434599,330527-16-0388,Jonis Gillbe,27/5/1933,018-9321985,M,"7060 Susan Lane,Putrajaya",019-6142494,Koressa Vinau,spouse
P115969,620808-23-6649,Selene Backen,8/8/1962,019-4788247,F,"59 American Ash Place,Johor",011-94892137,Hallsy Kilmary,spouse
P268322,950522-31-0797,Dev Gatchell,22/5/1995,019-1993227,F,"83 Forest Run Avenue,Negeri Sembilan",011-08683300,Isahella Daggett,son
P288343,620803-34-3889,Padraig Strother,3/8/1962,011-51092829,F,"2 Ludington Center,Penang",011-43102587,Ailis Rowaszkiewicz,cousin
P636522,511020-03-5129,Mathilde Bristow,20/10/1951,019-0490320,F,"8 Ryan Center,Kelantan",011-19336208,Fidel Ion,parents
P630755,181227-59-4590,Gallard Sclanders,27/12/1918,017-4177376,F,"7026 Service Circle,Negeri Sembilan",011-56753353,Dionne Wyse,guardian
P444549,300203-45-1492,Roldan Castello,3/2/1930,018-3664246,F,"07 Prairie Rose Terrace,Terengganu",011-74484566,Gar Licciardiello,parents
P361825,170807-06-3029,Kristo Deeny,7/8/1917,011-51890153,M,"06661 Jana Pass,Pahang",019-1551015,Isahella Broy,spouse
P317761,870215-46-3771,Lloyd Bernadot,15/2/1987,011-36839469,F,"41 Sunnyside Crossing,Terengganu",011-90983985,Merle Minogue,spouse
P310868,370916-37-4475,Nara Gelder,16/9/1937,018-8037937,M,"3697 Brown Court,Perak",019-6923860,Gabriela Blackborne,daughter
P979594,041020-16-8307,Haley Ready,20/10/1904,017-1001211,M,"498 Sutteridge Center,Melaka",011-07689761,Zandra Fardy,spouse
P063443,011102-07-2264,Collie Pickworth,2/11/1901,018-6269405,F,"9 Bultman Terrace,Penang",017-4566402,Elinor Trahearn,guardian
P351250,061106-35-5797,Kilian Billborough,6/11/1906,019-0713079,F,"61987 Graedel Circle,Penang",019-6544264,Theressa Culver,son
P206226,230426-31-1462,Andonis Piperley,26/4/1923,019-1441473,F,"8577 Lake View Court,Negeri Sembilan",014-5385503,Silvanus Greaterex,spouse
P045840,400115-02-1727,Trista Stranger,15/1/1940,011-17138962,M,"9 Lawn Road,Kedah",018-3672233,Marcile Weir,guardian
P557562,190311-15-6601,Delphinia Portsmouth,11/3/1919,011-82457404,M,"44 Carey Plaza,Labuan",018-7097684,Engracia Simkiss,parents
P253665,011002-16-2282,Franky Purcer,2/10/1901,011-01237604,F,"76478 Forster Hill,Melaka",011-43156016,Barri Hardbattle,parents
P627177,950803-33-7394,Sylas Francais,3/8/1995,011-88351361,F,"625 Summit Circle,Pahang",011-58364488,Nikoletta Antonucci,son
P852510,840618-16-9763,Robers Manktelow,18/6/1984,018-4140794,F,"4 Fuller Junction,Putrajaya",011-23583973,Fran Andriessen,guardian
P495092,651116-02-1587,Christie Somerlie,16/11/1965,019-9618089,M,"358 Shasta Park,Kedah",011-49949127,Ralph Jeannenet,cousin
P086102,641002-29-3377,Alyse Ousbie,2/10/1964,011-11254382,M,"328 Schlimgen Crossing,Kelantan",013-4810563,Page Milhench,cousin
P221679,260507-04-2359,Merell Hickisson,7/5/1926,011-00863182,F,"22 Johnson Crossing,Perlis",011-76027535,Niles Nattrass,son
